time, MasterClock,ClkStage,Accumulator,DataAddress,DataIn,DataOut,Write,InstructionAddress,FetchNext,InstructionIn,InstructionRegister
275,1,2,0,0,0,0,0,5e,1,60,e0,
276,1,0,0,0,0,0,0,5f,1,80,e0,80,[122]:       not         # acc = 1, (should not happen)
277,1,1,0,0,0,0,0,5f,0,80,e0,
278,1,2,0,0,0,0,0,5f,0,80,e0,
279,1,0,0,0,0,0,0,60,0,a0,80,a0,[123]: skip3: out        # should output 0
280,1,1,0,0,0,0,0,60,0,a0,80,
281,1,2,1,0,0,0,0,60,0,a0,80,
282,1,0,1,0,0,1,0,61,0,88,a0,88,[129]:       zero
283,1,1,1,0,0,1,0,61,0,88,a0,
284,1,2,1,0,0,1,1,61,0,88,a0,
285,1,0,1,0,0,0,0,62,0,88,88,88,[130]:       zero
286,1,1,1,0,0,0,0,62,0,88,88,
287,1,2,0,0,0,0,0,62,0,88,88,
